batch,url,page_type,priority,copy,chars,Flag
Batch 4,https://www.thegoodguys.com.au/bose/audio/home-audio/audio-accessories,B3,0,"Enhance your listening with Bose audio accessories that refine clarity, deepen bass, and streamline your setup. Explore speakers, amps, and cables from The Good Guys to build a connected home audio system tailored for music, movies,.",233,entity:no_named_tech_in_S1
Batch 4,https://www.thegoodguys.com.au/karcher/vacuums-and-cleaners/carpet-cleaners-and-steam-mops/hard-floor-cleaners,B3,0,"Clean faster with Karcher Hard Floor Cleaners from The Good Guys, combining strong suction with efficient scrubbing for spotless hard surfaces. Save time with cordless designs, multi-surface cleaning modes and easy maintenance.",227,entity:no_named_tech_in_S1
Batch 4,https://www.thegoodguys.com.au/msi/gaming/gaming-hardware/gaming-pcs,B3,0,"Stay ahead in every match with MSI Gaming PCs from The Good Guys, delivering fast processors, RTX graphics and smooth frame rates. Power through esports, streaming and creative work with responsive displays, generous SSD storage.",229,clone:first5_words_x2 | entity:no_named_tech_in_S1
Batch 4,https://www.thegoodguys.com.au/sunbeam/small-kitchen-appliances/grills-and-sandwich-presses/sandwich-presses,B3,0,"Save time with Sunbeam sandwich presses from The Good Guys, offering fast heating, multiple slice capacities, and easy-clean plates. Create café-style toasties, crispy melts, and grilled snacks with compact designs suited to everyday kitchen use.",246,entity:no_named_tech_in_S1
Batch 4,https://www.thegoodguys.com.au/cygnett/phones-and-wearables/phone-accessories,B2,0,"Cygnett phone accessories use GaN technology in compact fast-charge adapters alongside ArmourShield screen protectors, MagSafe wireless chargers and car mounts. Shop Cygnett at The Good Guys for cables, chargers, cases and mounts.",230,fixed:2026-03-19
Batch 4,https://www.thegoodguys.com.au/apple/computers-tablets-and-gaming/ipad-and-tablets/tablets-accessories,B3,0,"Protect your iPad with Apple tablet accessories that enhance typing, viewing, and portability. Discover keyboards and add-ons at The Good Guys that boost productivity, streamline workflows, and keep your device ready for work, study, or travel.",244,entity:no_named_tech_in_S1
Batch 4,https://www.thegoodguys.com.au/delonghi/heating-and-cooling/air-treatment,B2,0,"Reduce damp and protect your home with DeLonghi dehumidifiers offering powerful moisture removal and air filtration. Explore compact capacities, quiet operation and smart controls at The Good Guys for healthier, more comfortable indoor spaces.",243,entity:no_named_tech_in_S1
Batch 4,https://www.thegoodguys.com.au/sunbeam/small-kitchen-appliances/specialty-appliances,B2,0,"Create versatile snacks and smarter food storage with Sunbeam specialty appliances. Discover egg cookers, pie makers, dehydrators and vacuum sealers at The Good Guys for precise cooking, longer-lasting freshness and better use of ingredients.",242,entity:no_named_tech_in_S1
Batch 4,https://www.thegoodguys.com.au/denon/audio/home-audio,B2,0,"Upgrade movie nights with Denon Home Audio from The Good Guys, delivering immersive surround sound and crisp dialogue. Power your setup with 5.2 and 7.2 channel 8K AV receivers for smooth streaming, dynamic bass, and flexible connectivity.",239,entity:no_named_tech_in_S1
Batch 4,https://www.thegoodguys.com.au/sony/audio/portable-audio/party-speakers,B3,0,"Turn up every event with Sony party speakers from The Good Guys, built for bold sound, deep bass and vibrant lighting. Keep music going with wireless connectivity, portable designs and powerful output that fills indoor and outdoor spaces.",238,clone:first5_words_x2 | entity:no_named_tech_in_S1
Batch 4,https://www.thegoodguys.com.au/sony/televisions/all-tvs/latest-tvs,B3,0,"Upgrade movie nights with Sony Latest TVs delivering sharp 4K clarity, smooth motion, and vivid colour. Discover OLED and Mini LED screens at The Good Guys for immersive viewing, low-glare panels, and smart streaming that fits your space.",238,clone:first5_words_x2 | entity:no_named_tech_in_S1
Batch 4,https://www.thegoodguys.com.au/miele/cooking-and-dishwashers/ovens/warming-drawers,B3,0,"Keep dishes at serving temperature and warm plates evenly with Miele Warming Drawers. Discover precise temperature control, versatile pre-heating and matching finishes at The Good Guys to complement your Miele oven setup.",221,entity:no_named_tech_in_S1
Batch 4,https://www.thegoodguys.com.au/panzer-glass/phones-and-wearables/phone-accessories,B2,0,"Guard your device with Panzer Glass mobile accessories from The Good Guys, combining tough screen protection and lens covers with slim cases. Reduce scratches, cracks and glare while keeping touch response and camera clarity.",225,fixed:2026-03-19
Batch 4,https://www.thegoodguys.com.au/generation-earth/computers-tablets-and-gaming/software-and-accessories,B2,0,"Carry your laptop safely with Generation Earth computer software and accessories that combine device safety, recycled materials and smart organisation. Discover eco-conscious laptop sleeves and briefcases at The Good Guys.",222,fixed:2026-03-19
Batch 4,https://www.thegoodguys.com.au/milo/phones-and-wearables,B1,0,"Milo Phones & Wearables cover the Milo Action Communicator, action clips, helmet mounts and carry accessories for group communication outdoors. Find the Milo range at The Good Guys for communicators and accessories for cyclists, skiers and hikers.",247,fixed:2026-03-19
Batch 4,https://www.thegoodguys.com.au/laser/computers-tablets-and-gaming,B1,0,"Boost productivity with Laser computers and tablets from The Good Guys, offering ergonomic mice, mechanical keyboards and clear headsets for work or play. Stay connected and organised with portable monitors, wireless charging sleeves.",234,entity:no_named_tech_in_S1
Batch 4,https://www.thegoodguys.com.au/evol/smart-home/connected-home,B2,0,"Stay comfortable and illuminate every corner with Evol Connected Home LED and night lights, offering motion sensors, rechargeable power and flexible strip options. Discover practical lighting upgrades at The Good Guys for safer.",228,entity:no_named_tech_in_S1
Batch 4,https://www.thegoodguys.com.au/zagg/phones-and-wearables,B1,0,"Guard every screen with ZAGG cases and screen protectors delivering impact resistance, scratch defence, and camera-friendly clarity. Explore options at The Good Guys for iPhone and Samsung devices with MagSafe-ready designs.",224,fixed:2026-03-19
Batch 4,https://www.thegoodguys.com.au/beefeater/bbqs-and-outdoor-cooking/bbqs/gas-bbqs,B3,0,"Savour outdoor cooking with BeefEater gas BBQs offering high-heat burners, durable cast iron grills and generous cooking zones. Explore built-in and freestanding options at The Good Guys to cater for weeknight grilling or larger.",229,entity:no_named_tech_in_S1
Batch 4,https://www.thegoodguys.com.au/husqvarna/smart-home/automatic-lawn-mowers/robot-lawn-mowers-accessories,B3,0,"Protect your lawn investment with Husqvarna robot lawn mower accessories from The Good Guys, designed for precise cutting, boundary control and long-lasting performance. Keep your Automower running smoothly with blades, wire, repair.",233,entity:no_named_tech_in_S1
Batch 4,https://www.thegoodguys.com.au/sandisk/computers-tablets-and-gaming,B1,0,"SanDisk storage products span USB flash drives, UHS-I and UHS-II microSD and SD cards and portable SSD drives in capacities from 32GB to 4TB. Find SanDisk at The Good Guys for camera SD cards, dashcam storage and high-speed portable SSDs.",238,fixed:2026-03-19
Batch 4,https://www.thegoodguys.com.au/jbl/audio/home-audio/home-wireless-speakers,B3,0,"Stay connected with JBL home wireless speakers from The Good Guys, offering rich sound, smart connectivity and easy music streaming across your home. Upgrade your audio with portable designs, Wi-Fi and Bluetooth options, and powerful.",234,entity:no_named_tech_in_S1
Batch 4,https://www.thegoodguys.com.au/oliveri/cooking-and-dishwashers/sinks-and-taps/pullout-pulldown-taps,B3,0,Oliveri pullout and pulldown taps use precision ceramic cartridge valves and flexible braided hose with spray and stream modes in chrome and matte black finishes. Find Oliveri taps at The Good Guys to pair with Santorini and Regatta sink bowls.,244,fixed:2026-03-19
Batch 4,https://www.thegoodguys.com.au/crock-pot/small-kitchen-appliances,B1,0,"Create tender, flavoursome meals with Crock-Pot small kitchen appliances from The Good Guys, offering slow cookers and multi-cookers with generous capacities and precise heat control. Save time with set-and-forget cooking, pressure.",232,entity:no_named_tech_in_S1
Batch 4,https://www.thegoodguys.com.au/incase/computers-tablets-and-gaming,B1,0,"Incase MacBook cases use CL90052-compliant hardshell construction and Woolenex fabric for drop protection across 13-inch to 16-inch MacBook Air and Pro models. Find Incase at The Good Guys for laptop sleeves, hardshell cases and carry accessories.",247,fixed:2026-03-19
Batch 4,https://www.thegoodguys.com.au/incase/computers-tablets-and-gaming/software-and-accessories,B2,0,"Boost productivity with Incase Computer Software & Accessories from The Good Guys, offering precise mice, responsive keyboards and protective MacBook covers. Stay efficient with wireless connectivity, ergonomic control and durable.",231,entity:no_named_tech_in_S1
Batch 4,https://www.thegoodguys.com.au/belkin/computers-tablets-and-gaming/networking,B2,0,"Stay connected with Belkin networking accessories that support fast data transfer, secure connections, and stable performance for home or office setups. Discover Belkin CAT6 Ethernet cables in multiple lengths at The Good Guys.",227,clone:first5_words_x2 | entity:no_named_tech_in_S1
Batch 4,https://www.thegoodguys.com.au/norton/computers-tablets-and-gaming,B1,0,"Norton security software uses real-time threat protection, a secure VPN and Dark Web monitoring across PC, Mac, iOS and Android on single and family plans. Find Norton at The Good Guys for AntiVirus Plus, 360 Standard and 360 Deluxe plans.",239,fixed:2026-03-19
Batch 4,https://www.thegoodguys.com.au/milo/phones-and-wearables/wearables/wearable-accessories,B3,0,"Stay connected on every adventure with Milo wearable accessories offering secure mounts, carry options, and hands-free control. Discover clips, armbands, collars and cases at The Good Guys to streamline outdoor communication and keep.",234,clone:first5_words_x2 | entity:no_named_tech_in_S1
Batch 4,https://www.thegoodguys.com.au/vegepod/bbqs-and-outdoor-cooking/gardening,B2,0,"Grow fresh herbs and vegetables with Vegepod gardening systems from The Good Guys, designed for balconies and backyards. Self-watering pods, protective covers and optional stands or trolleys help you maximise yield, reduce maintenance.",235,entity:no_named_tech_in_S1
Batch 4,https://www.thegoodguys.com.au/husqvarna/bbqs-and-outdoor-cooking/gardening/garden-power-tools,B3,0,"Tackle garden jobs with Husqvarna garden power tools offering cordless convenience, sharp cutting performance and efficient brushless motors. Explore trimmers, pruners, lawnmowers and blowers at The Good Guys for easier yard.",225,entity:no_named_tech_in_S1
Batch 4,https://www.thegoodguys.com.au/powerwave/gaming/gaming-accessories,B2,0,"Upgrade every play session with Powerwave Gaming Accessories from The Good Guys, designed for Nintendo Switch 2. Enhance control, protect your console, and keep devices powered with grips, cases, screen protectors, and charging.",228,entity:no_named_tech_in_S1
